observed_at,page,status,seconds
2026-08-20T2307Z,fd_2627,200,0.20
2026-08-20T2307Z,api_leagues,200,1.06
2026-08-20T2307Z,api_market,200,0.36
2026-08-20T2307Z,api_teams,200,0.55
2026-08-20T2307Z,api_lineup_38,200,0.13
2026-08-20T2307Z,api_activity_0,200,0.10
2026-08-20T2307Z,api_activity_1,200,0.11
2026-08-20T2312Z,market,200,0.19
2026-08-20T2312Z,points,200,0.04
2026-08-20T2312Z,fd_2627,200,0.17
2026-08-20T2312Z,api_leagues,200,0.16
2026-08-20T2312Z,api_market,200,0.36
2026-08-20T2312Z,api_teams,200,0.61
2026-08-20T2312Z,api_lineup_38,200,0.15
2026-08-20T2312Z,api_activity_0,200,0.09
2026-08-20T2312Z,api_activity_1,200,0.09
2026-08-20T2320Z,market,200,0.16
2026-08-20T2320Z,points,200,0.05
2026-08-20T2320Z,fd_2627,200,0.17
2026-08-20T2320Z,api_leagues,200,0.16
2026-08-20T2320Z,api_market,200,0.36
2026-08-20T2320Z,api_teams,200,0.51
2026-08-20T2320Z,api_lineup_38,200,0.14
2026-08-20T2320Z,api_activity_0,200,0.10
2026-08-20T2320Z,api_activity_1,200,0.10
2026-08-21T0522Z,market,200,0.23
2026-08-21T0522Z,points,200,0.06
2026-08-21T0522Z,team_alaves,200,0.05
2026-08-21T0522Z,team_athletic,200,0.08
2026-08-21T0522Z,team_atletico,200,0.05
2026-08-21T0522Z,team_barcelona,200,0.06
2026-08-21T0522Z,team_betis,200,0.07
2026-08-21T0522Z,team_celta,200,0.04
2026-08-21T0522Z,team_deportivo,200,0.08
2026-08-21T0522Z,team_elche,200,0.06
2026-08-21T0522Z,team_espanyol,200,0.08
2026-08-21T0522Z,team_getafe,200,0.06
2026-08-21T0522Z,team_levante,200,0.05
2026-08-21T0522Z,team_malaga,200,0.15
2026-08-21T0522Z,team_osasuna,200,0.04
2026-08-21T0522Z,team_racing,200,0.25
2026-08-21T0522Z,team_rayo-vallecano,200,0.09
2026-08-21T0522Z,team_real-madrid,200,0.13
2026-08-21T0522Z,team_real-sociedad,200,0.06
2026-08-21T0522Z,team_sevilla,200,0.25
2026-08-21T0522Z,team_valencia,200,0.05
2026-08-21T0522Z,team_villarreal,200,0.05
2026-08-21T0522Z,af_alaves,200,0.13
2026-08-21T0522Z,af_athletic,200,0.03
2026-08-21T0522Z,af_atletico,200,0.04
2026-08-21T0522Z,af_barcelona,200,0.04
2026-08-21T0522Z,af_betis,200,0.02
2026-08-21T0522Z,af_celta,200,0.02
2026-08-21T0522Z,af_deportivo,200,0.02
2026-08-21T0522Z,af_elche,200,0.03
2026-08-21T0522Z,af_espanyol,200,0.03
2026-08-21T0522Z,af_getafe,200,0.03
2026-08-21T0522Z,af_levante,200,0.03
2026-08-21T0522Z,af_malaga,200,0.02
2026-08-21T0522Z,af_osasuna,200,0.03
2026-08-21T0522Z,af_racing,200,0.04
2026-08-21T0522Z,af_rayo-vallecano,200,0.03
2026-08-21T0522Z,af_real-madrid,200,0.03
2026-08-21T0522Z,af_real-sociedad,200,0.02
2026-08-21T0522Z,af_sevilla,200,0.02
2026-08-21T0522Z,af_valencia,200,0.03
2026-08-21T0522Z,af_villarreal,200,0.03
2026-08-21T0522Z,af_fixtures,200,0.02
2026-08-21T0522Z,elo,200,0.36
2026-08-21T0522Z,fd_2627,200,0.25
2026-08-21T0522Z,calendario,200,0.10
2026-08-21T0522Z,api_leagues,200,0.21
2026-08-21T0522Z,api_market,200,0.35
2026-08-21T0522Z,api_teams,200,0.53
2026-08-21T0522Z,api_lineup_38,200,0.18
2026-08-21T0522Z,api_activity_0,200,0.10
2026-08-21T0522Z,api_activity_1,200,0.10
2026-08-21T0534Z,market,200,0.17
2026-08-21T0534Z,points,200,0.05
2026-08-21T0534Z,fd_2627,200,0.16
2026-08-21T0534Z,api_leagues,200,0.23
2026-08-21T0534Z,api_market,200,0.58
2026-08-21T0534Z,api_teams,200,0.53
2026-08-21T0534Z,api_lineup_38,200,0.12
2026-08-21T0534Z,api_activity_0,200,0.10
2026-08-21T0534Z,api_activity_1,200,0.12
2026-08-21T0611Z,market,200,0.18
2026-08-21T0611Z,points,200,0.06
2026-08-21T0611Z,fd_2627,200,0.22
2026-08-21T0611Z,api_leagues,200,0.18
2026-08-21T0611Z,api_market,200,0.33
2026-08-21T0611Z,api_teams,200,0.45
2026-08-21T0611Z,api_lineup_38,200,0.18
2026-08-21T0611Z,api_activity_0,200,0.10
2026-08-21T0611Z,api_activity_1,200,0.11
2026-08-21T0630Z,market,200,0.19
2026-08-21T0630Z,points,200,0.05
2026-08-21T0630Z,fd_2627,200,0.17
2026-08-21T0630Z,understat_2026,200,0.36
2026-08-21T0630Z,understat_2025,200,0.35
2026-08-21T0630Z,api_leagues,200,0.17
2026-08-21T0630Z,api_market,200,0.36
2026-08-21T0630Z,api_teams,200,0.51
2026-08-21T0630Z,api_lineup_38,200,0.19
2026-08-21T0630Z,api_activity_0,200,0.11
2026-08-21T0630Z,api_activity_1,200,0.10
2026-08-21T1150Z,market,200,0.21
2026-08-21T1150Z,points,200,0.05
2026-08-21T1150Z,team_alaves,200,0.07
2026-08-21T1150Z,team_athletic,200,0.04
2026-08-21T1150Z,team_atletico,200,0.06
2026-08-21T1150Z,team_barcelona,200,0.05
2026-08-21T1150Z,team_betis,200,0.07
2026-08-21T1150Z,team_celta,200,0.09
2026-08-21T1150Z,team_deportivo,200,0.08
2026-08-21T1150Z,team_elche,200,0.07
2026-08-21T1150Z,team_espanyol,200,0.06
2026-08-21T1150Z,team_getafe,200,0.06
2026-08-21T1150Z,team_levante,200,0.05
2026-08-21T1150Z,team_malaga,200,0.05
2026-08-21T1150Z,team_osasuna,200,0.05
2026-08-21T1150Z,team_racing,200,0.06
2026-08-21T1150Z,team_rayo-vallecano,200,0.06
2026-08-21T1150Z,team_real-madrid,200,0.05
2026-08-21T1150Z,team_real-sociedad,200,0.06
2026-08-21T1150Z,team_sevilla,200,0.05
2026-08-21T1150Z,team_valencia,200,0.06
2026-08-21T1150Z,team_villarreal,200,0.05
2026-08-21T1150Z,af_alaves,200,0.12
2026-08-21T1150Z,af_athletic,200,0.04
2026-08-21T1150Z,af_atletico,200,0.02
2026-08-21T1150Z,af_barcelona,200,0.03
2026-08-21T1150Z,af_betis,200,0.02
2026-08-21T1150Z,af_celta,200,0.02
2026-08-21T1150Z,af_deportivo,200,0.03
2026-08-21T1150Z,af_elche,200,0.02
2026-08-21T1150Z,af_espanyol,200,0.03
2026-08-21T1150Z,af_getafe,200,0.02
2026-08-21T1150Z,af_levante,200,0.03
2026-08-21T1150Z,af_malaga,200,0.03
2026-08-21T1150Z,af_osasuna,200,0.03
2026-08-21T1150Z,af_racing,200,0.03
2026-08-21T1150Z,af_rayo-vallecano,200,0.03
2026-08-21T1150Z,af_real-madrid,200,0.03
2026-08-21T1150Z,af_real-sociedad,200,0.03
2026-08-21T1150Z,af_sevilla,200,0.02
2026-08-21T1150Z,af_valencia,200,0.03
2026-08-21T1150Z,af_villarreal,200,0.02
2026-08-21T1150Z,fd_2627,200,0.23
2026-08-21T1150Z,understat_2026,200,0.44
2026-08-21T1150Z,api_leagues,200,0.19
2026-08-21T1150Z,api_market,200,0.34
2026-08-21T1150Z,api_teams,200,0.64
2026-08-21T1150Z,api_lineup_38,200,0.14
2026-08-21T1150Z,api_activity_0,200,0.10
2026-08-21T1150Z,api_activity_1,200,0.11
2026-08-21T1232Z,market,200,0.20
2026-08-21T1232Z,points,200,0.05
2026-08-21T1232Z,fd_2627,200,0.17
2026-08-21T1232Z,understat_2026,200,0.37
2026-08-21T1232Z,api_leagues,200,0.17
2026-08-21T1232Z,api_market,200,0.32
2026-08-21T1232Z,api_teams,200,0.65
2026-08-21T1232Z,api_lineup_38,200,0.18
2026-08-21T1232Z,api_activity_0,200,0.12
2026-08-21T1232Z,api_activity_1,200,0.12
2026-08-21T1347Z,market,200,0.20
2026-08-21T1347Z,points,200,0.05
2026-08-21T1347Z,fd_2627,200,0.20
2026-08-21T1347Z,understat_2026,200,0.40
2026-08-21T1347Z,api_leagues,200,0.22
2026-08-21T1347Z,api_market,200,0.39
2026-08-21T1347Z,api_teams,200,0.65
2026-08-21T1347Z,api_lineup_38,200,0.14
2026-08-21T1347Z,api_activity_0,200,0.11
2026-08-21T1347Z,api_activity_1,200,0.11
2026-08-21T2127Z,market,200,0.16
2026-08-21T2127Z,points,200,0.05
2026-08-21T2127Z,team_alaves,200,0.05
2026-08-21T2127Z,team_athletic,200,0.10
2026-08-21T2127Z,team_atletico,200,0.06
2026-08-21T2127Z,team_barcelona,200,0.06
2026-08-21T2127Z,team_betis,200,0.07
2026-08-21T2127Z,team_celta,200,0.07
2026-08-21T2127Z,team_deportivo,200,0.05
2026-08-21T2127Z,team_elche,200,0.09
2026-08-21T2127Z,team_espanyol,200,0.06
2026-08-21T2127Z,team_getafe,200,0.05
2026-08-21T2127Z,team_levante,200,0.07
2026-08-21T2127Z,team_malaga,200,0.06
2026-08-21T2127Z,team_osasuna,200,0.04
2026-08-21T2127Z,team_racing,200,0.07
2026-08-21T2127Z,team_rayo-vallecano,200,0.06
2026-08-21T2127Z,team_real-madrid,200,0.05
2026-08-21T2127Z,team_real-sociedad,200,0.06
2026-08-21T2127Z,team_sevilla,200,0.05
2026-08-21T2127Z,team_valencia,200,0.04
2026-08-21T2127Z,team_villarreal,200,0.06
2026-08-21T2127Z,af_alaves,200,0.13
2026-08-21T2127Z,af_athletic,200,0.04
2026-08-21T2127Z,af_atletico,200,0.03
2026-08-21T2127Z,af_barcelona,200,0.03
2026-08-21T2127Z,af_betis,200,0.02
2026-08-21T2127Z,af_celta,200,0.02
2026-08-21T2127Z,af_deportivo,200,0.03
2026-08-21T2127Z,af_elche,200,0.03
2026-08-21T2127Z,af_espanyol,200,0.02
2026-08-21T2127Z,af_getafe,200,0.02
2026-08-21T2127Z,af_levante,200,0.03
2026-08-21T2127Z,af_malaga,200,0.02
2026-08-21T2127Z,af_osasuna,200,0.02
2026-08-21T2127Z,af_racing,200,0.02
2026-08-21T2127Z,af_rayo-vallecano,200,0.03
2026-08-21T2127Z,af_real-madrid,200,0.02
2026-08-21T2127Z,af_real-sociedad,200,0.04
2026-08-21T2127Z,af_sevilla,200,0.03
2026-08-21T2127Z,af_valencia,200,0.02
2026-08-21T2127Z,af_villarreal,200,0.02
2026-08-21T2127Z,fd_2627,200,0.21
2026-08-21T2127Z,understat_2026,200,0.48
2026-08-21T2127Z,api_leagues,200,0.17
2026-08-21T2127Z,api_market,200,0.43
2026-08-21T2127Z,api_teams,200,0.46
2026-08-21T2127Z,api_lineup_38,200,0.15
2026-08-21T2127Z,api_activity_0,200,0.11
2026-08-21T2127Z,api_activity_1,200,0.10
2026-08-21T2127Z,api_player_2556,200,0.05
2026-08-21T2127Z,api_player_2700,200,0.01
2026-08-21T2127Z,api_player_2714,200,0.02
2026-08-21T2127Z,api_player_1565,200,0.02
2026-08-22T0713Z,market,200,0.17
2026-08-22T0713Z,points,200,0.05
2026-08-22T0713Z,team_alaves,200,0.10
2026-08-22T0713Z,team_athletic,200,0.05
2026-08-22T0713Z,team_atletico,200,0.05
2026-08-22T0713Z,team_barcelona,200,0.05
2026-08-22T0713Z,team_betis,200,0.05
2026-08-22T0713Z,team_celta,200,0.06
2026-08-22T0713Z,team_deportivo,200,0.11
2026-08-22T0713Z,team_elche,200,0.08
2026-08-22T0713Z,team_espanyol,200,0.08
2026-08-22T0713Z,team_getafe,200,0.07
2026-08-22T0713Z,team_levante,200,0.06
2026-08-22T0713Z,team_malaga,200,0.08
2026-08-22T0713Z,team_osasuna,200,0.05
2026-08-22T0713Z,team_racing,200,0.05
2026-08-22T0713Z,team_rayo-vallecano,200,0.06
2026-08-22T0713Z,team_real-madrid,200,0.06
2026-08-22T0713Z,team_real-sociedad,200,0.06
2026-08-22T0713Z,team_sevilla,200,0.05
2026-08-22T0713Z,team_valencia,200,0.05
2026-08-22T0713Z,team_villarreal,200,0.05
2026-08-22T0713Z,af_alaves,200,0.14
2026-08-22T0713Z,af_athletic,200,0.03
2026-08-22T0713Z,af_atletico,200,0.02
2026-08-22T0713Z,af_barcelona,200,0.02
2026-08-22T0713Z,af_betis,200,0.02
2026-08-22T0713Z,af_celta,200,0.03
2026-08-22T0713Z,af_deportivo,200,0.02
2026-08-22T0713Z,af_elche,200,0.02
2026-08-22T0713Z,af_espanyol,200,0.03
2026-08-22T0713Z,af_getafe,200,0.03
2026-08-22T0713Z,af_levante,200,0.03
2026-08-22T0713Z,af_malaga,200,0.02
2026-08-22T0713Z,af_osasuna,200,0.03
2026-08-22T0713Z,af_racing,200,0.03
2026-08-22T0713Z,af_rayo-vallecano,200,0.03
2026-08-22T0713Z,af_real-madrid,200,0.03
2026-08-22T0713Z,af_real-sociedad,200,0.06
2026-08-22T0713Z,af_sevilla,200,0.03
2026-08-22T0713Z,af_valencia,200,0.02
2026-08-22T0713Z,af_villarreal,200,0.03
2026-08-22T0713Z,af_fixtures,200,0.02
2026-08-22T0713Z,elo,200,0.17
2026-08-22T0713Z,fd_2627,200,0.21
2026-08-22T0713Z,understat_2026,200,0.51
2026-08-22T0713Z,calendario,200,0.15
2026-08-22T0713Z,api_leagues,200,0.18
2026-08-22T0713Z,match_22440-rayo-alaves,200,0.06
2026-08-22T0713Z,api_market,200,0.25
2026-08-22T0713Z,api_teams,200,0.47
2026-08-22T0713Z,api_lineup_38,200,0.13
2026-08-22T0713Z,api_activity_0,200,0.10
2026-08-22T0713Z,api_activity_1,200,0.11
2026-08-22T1501Z,market,200,0.16
2026-08-22T1501Z,points,200,0.08
2026-08-22T1501Z,team_alaves,200,0.08
2026-08-22T1501Z,team_athletic,200,0.05
2026-08-22T1501Z,team_atletico,200,0.07
2026-08-22T1501Z,team_barcelona,200,0.08
2026-08-22T1501Z,team_betis,200,0.05
2026-08-22T1501Z,team_celta,200,0.06
2026-08-22T1501Z,team_deportivo,200,0.06
2026-08-22T1501Z,team_elche,200,0.07
2026-08-22T1501Z,team_espanyol,200,0.05
2026-08-22T1501Z,team_getafe,200,0.05
2026-08-22T1501Z,team_levante,200,0.09
2026-08-22T1501Z,team_malaga,200,0.05
2026-08-22T1501Z,team_osasuna,200,0.05
2026-08-22T1501Z,team_racing,200,0.05
2026-08-22T1501Z,team_rayo-vallecano,200,0.05
2026-08-22T1501Z,team_real-madrid,200,0.05
2026-08-22T1501Z,team_real-sociedad,200,0.05
2026-08-22T1501Z,team_sevilla,200,0.05
2026-08-22T1501Z,team_valencia,200,0.07
2026-08-22T1501Z,team_villarreal,200,0.06
2026-08-22T1501Z,af_alaves,200,0.11
2026-08-22T1501Z,af_athletic,200,0.02
2026-08-22T1501Z,af_atletico,200,0.09
2026-08-22T1501Z,af_barcelona,200,0.03
2026-08-22T1501Z,af_betis,200,0.02
2026-08-22T1501Z,af_celta,200,0.03
2026-08-22T1501Z,af_deportivo,200,0.04
2026-08-22T1501Z,af_elche,200,0.02
2026-08-22T1501Z,af_espanyol,200,0.03
2026-08-22T1501Z,af_getafe,200,0.04
2026-08-22T1501Z,af_levante,200,0.02
2026-08-22T1501Z,af_malaga,200,0.03
2026-08-22T1501Z,af_osasuna,200,0.03
2026-08-22T1501Z,af_racing,200,0.03
2026-08-22T1501Z,af_rayo-vallecano,200,0.03
2026-08-22T1501Z,af_real-madrid,200,0.03
2026-08-22T1501Z,af_real-sociedad,200,0.02
2026-08-22T1501Z,af_sevilla,200,0.03
2026-08-22T1501Z,af_valencia,200,0.04
2026-08-22T1501Z,af_villarreal,200,0.02
2026-08-22T1501Z,fd_2627,200,0.24
2026-08-22T1501Z,understat_2026,200,0.50
2026-08-22T1501Z,api_leagues,200,0.23
2026-08-22T1501Z,api_market,200,0.23
2026-08-22T1501Z,api_teams,200,0.63
2026-08-22T1501Z,api_lineup_38,200,0.16
2026-08-22T1501Z,api_activity_0,200,0.11
2026-08-22T1501Z,api_activity_1,200,0.12
2026-08-22T1506Z,market,200,0.17
2026-08-22T1506Z,points,200,0.05
2026-08-22T1506Z,fd_2627,200,0.19
2026-08-22T1506Z,understat_2026,200,0.41
2026-08-22T1506Z,api_leagues,200,0.16
2026-08-22T1506Z,api_market,200,0.27
2026-08-22T1506Z,api_teams,200,0.46
2026-08-22T1506Z,api_lineup_38,200,0.44
2026-08-22T1506Z,api_activity_0,200,0.10
2026-08-22T1506Z,api_activity_1,200,0.10
2026-08-22T1532Z,market,200,0.15
2026-08-22T1532Z,points,200,0.05
2026-08-22T1532Z,fd_2627,200,0.15
2026-08-22T1532Z,understat_2026,200,0.46
2026-08-22T1532Z,api_leagues,200,0.17
2026-08-22T1532Z,api_market,200,0.26
2026-08-22T1532Z,api_teams,200,0.71
2026-08-22T1532Z,api_lineup_38,200,0.30
2026-08-22T1532Z,api_activity_0,200,0.11
2026-08-22T1532Z,api_activity_1,200,0.10
2026-08-22T1538Z,market,200,0.23
2026-08-22T1538Z,points,200,0.07
2026-08-22T1538Z,fd_2627,200,0.35
2026-08-22T1538Z,understat_2026,200,0.36
2026-08-22T1538Z,api_leagues,200,0.20
2026-08-22T1538Z,api_market,200,0.23
2026-08-22T1538Z,api_teams,200,0.56
2026-08-22T1538Z,api_lineup_38,200,0.14
2026-08-22T1538Z,api_activity_0,200,0.10
2026-08-22T1538Z,api_activity_1,200,0.10
2026-08-22T1607Z,market,200,0.19
2026-08-22T1607Z,points,200,0.05
2026-08-22T1607Z,fd_2627,200,0.16
2026-08-22T1607Z,understat_2026,200,0.50
2026-08-22T1607Z,api_leagues,200,0.16
2026-08-22T1607Z,api_market,200,0.25
2026-08-22T1607Z,api_teams,200,0.52
2026-08-22T1607Z,api_lineup_38,200,0.16
2026-08-22T1607Z,api_activity_0,200,0.09
2026-08-22T1607Z,api_activity_1,200,0.10
2026-08-22T1615Z,market,200,0.18
2026-08-22T1615Z,points,200,0.08
2026-08-22T1615Z,fd_2627,200,0.17
2026-08-22T1615Z,understat_2026,200,0.37
2026-08-22T1615Z,api_leagues,200,0.16
2026-08-22T1615Z,api_market,200,0.34
2026-08-22T1615Z,api_teams,200,0.50
2026-08-22T1615Z,api_lineup_38,200,0.13
2026-08-22T1615Z,api_activity_0,200,0.10
2026-08-22T1615Z,api_activity_1,200,0.27
2026-08-22T1617Z,market,200,0.18
2026-08-22T1617Z,points,200,0.06
2026-08-22T1617Z,fd_2627,200,0.16
2026-08-22T1617Z,understat_2026,200,0.37
2026-08-22T1617Z,api_leagues,200,0.15
2026-08-22T1617Z,api_market,200,0.40
2026-08-22T1617Z,api_teams,200,0.50
2026-08-22T1617Z,api_lineup_38,200,0.13
2026-08-22T1617Z,api_activity_0,200,0.10
2026-08-22T1617Z,api_activity_1,200,0.09
2026-08-22T1653Z,market,200,0.16
2026-08-22T1653Z,points,200,0.07
2026-08-22T1653Z,fd_2627,200,0.16
2026-08-22T1653Z,understat_2026,200,0.66
2026-08-22T1653Z,api_leagues,200,0.18
2026-08-22T1653Z,api_market,200,0.28
2026-08-22T1653Z,api_teams,200,0.77
2026-08-22T1653Z,api_lineup_38,200,0.15
2026-08-22T1653Z,api_activity_0,200,0.12
2026-08-22T1653Z,api_activity_1,200,0.11
2026-08-22T2215Z,market,200,0.19
2026-08-22T2215Z,points,200,0.06
2026-08-22T2215Z,team_alaves,200,0.06
2026-08-22T2215Z,team_athletic,200,0.05
2026-08-22T2215Z,team_atletico,200,0.06
2026-08-22T2215Z,team_barcelona,200,0.04
2026-08-22T2215Z,team_betis,200,0.05
2026-08-22T2215Z,team_celta,200,0.06
2026-08-22T2215Z,team_deportivo,200,0.07
2026-08-22T2215Z,team_elche,200,0.06
2026-08-22T2215Z,team_espanyol,200,0.06
2026-08-22T2215Z,team_getafe,200,0.05
2026-08-22T2215Z,team_levante,200,0.07
2026-08-22T2215Z,team_malaga,200,0.06
2026-08-22T2215Z,team_osasuna,200,0.05
2026-08-22T2215Z,team_racing,200,0.06
2026-08-22T2215Z,team_rayo-vallecano,200,0.05
2026-08-22T2215Z,team_real-madrid,200,0.06
2026-08-22T2215Z,team_real-sociedad,200,0.05
2026-08-22T2215Z,team_sevilla,200,0.11
2026-08-22T2215Z,team_valencia,200,0.05
2026-08-22T2215Z,team_villarreal,200,0.09
2026-08-22T2215Z,af_alaves,200,0.12
2026-08-22T2215Z,af_athletic,200,0.03
2026-08-22T2215Z,af_atletico,200,0.02
2026-08-22T2215Z,af_barcelona,200,0.02
2026-08-22T2215Z,af_betis,200,0.03
2026-08-22T2215Z,af_celta,200,0.18
2026-08-22T2215Z,af_deportivo,200,0.03
2026-08-22T2215Z,af_elche,200,0.05
2026-08-22T2215Z,af_espanyol,200,0.03
2026-08-22T2215Z,af_getafe,200,0.02
2026-08-22T2215Z,af_levante,200,0.02
2026-08-22T2215Z,af_malaga,200,0.03
2026-08-22T2215Z,af_osasuna,200,0.02
2026-08-22T2215Z,af_racing,200,0.04
2026-08-22T2215Z,af_rayo-vallecano,200,0.02
2026-08-22T2215Z,af_real-madrid,200,0.03
2026-08-22T2215Z,af_real-sociedad,200,0.02
2026-08-22T2215Z,af_sevilla,200,0.02
2026-08-22T2215Z,af_valencia,200,0.02
2026-08-22T2215Z,af_villarreal,200,0.03
2026-08-22T2215Z,fd_2627,200,0.16
2026-08-22T2215Z,understat_2026,200,1.13
2026-08-22T2215Z,api_leagues,200,0.17
2026-08-22T2215Z,api_market,200,0.34
2026-08-22T2215Z,api_teams,200,0.51
2026-08-22T2215Z,api_lineup_38,200,0.21
2026-08-22T2215Z,api_activity_0,200,0.09
2026-08-22T2215Z,api_activity_1,200,0.25
2026-08-22T2215Z,api_player_2386,200,0.10
2026-08-22T2244Z,market,200,0.18
2026-08-22T2244Z,points,200,0.06
2026-08-22T2244Z,fd_2627,200,0.19
2026-08-22T2244Z,understat_2026,200,0.48
2026-08-22T2244Z,api_leagues,200,0.17
2026-08-22T2244Z,api_market,200,0.38
2026-08-22T2244Z,api_teams,200,0.37
2026-08-22T2244Z,api_lineup_38,200,0.41
2026-08-22T2244Z,api_activity_0,200,0.11
2026-08-22T2244Z,api_activity_1,200,0.15
2026-08-23T0737Z,market,200,0.17
2026-08-23T0737Z,points,200,0.06
2026-08-23T0737Z,team_alaves,200,0.06
2026-08-23T0737Z,team_athletic,200,0.08
2026-08-23T0737Z,team_atletico,200,0.05
2026-08-23T0737Z,team_barcelona,200,0.06
2026-08-23T0737Z,team_betis,200,0.06
2026-08-23T0737Z,team_celta,200,0.05
2026-08-23T0737Z,team_deportivo,200,0.06
2026-08-23T0737Z,team_elche,200,0.06
2026-08-23T0737Z,team_espanyol,200,0.04
2026-08-23T0737Z,team_getafe,200,0.05
2026-08-23T0737Z,team_levante,200,0.05
2026-08-23T0737Z,team_malaga,200,0.05
2026-08-23T0737Z,team_osasuna,200,0.05
2026-08-23T0737Z,team_racing,200,0.07
2026-08-23T0737Z,team_rayo-vallecano,200,0.06
2026-08-23T0737Z,team_real-madrid,200,0.05
2026-08-23T0737Z,team_real-sociedad,200,0.05
2026-08-23T0737Z,team_sevilla,200,0.06
2026-08-23T0737Z,team_valencia,200,0.05
2026-08-23T0737Z,team_villarreal,200,0.10
2026-08-23T0737Z,af_alaves,200,0.12
2026-08-23T0737Z,af_athletic,200,0.03
2026-08-23T0737Z,af_atletico,200,0.03
2026-08-23T0737Z,af_barcelona,200,0.03
2026-08-23T0737Z,af_betis,200,0.02
2026-08-23T0737Z,af_celta,200,0.02
2026-08-23T0737Z,af_deportivo,200,0.02
2026-08-23T0737Z,af_elche,200,0.02
2026-08-23T0737Z,af_espanyol,200,0.09
2026-08-23T0737Z,af_getafe,200,0.03
2026-08-23T0737Z,af_levante,200,0.03
2026-08-23T0737Z,af_malaga,200,0.03
2026-08-23T0737Z,af_osasuna,200,0.03
2026-08-23T0737Z,af_racing,200,0.03
2026-08-23T0737Z,af_rayo-vallecano,200,0.03
2026-08-23T0737Z,af_real-madrid,200,0.03
2026-08-23T0737Z,af_real-sociedad,200,0.03
2026-08-23T0737Z,af_sevilla,200,0.03
2026-08-23T0737Z,af_valencia,200,0.03
2026-08-23T0737Z,af_villarreal,200,0.02
2026-08-23T0737Z,af_fixtures,200,0.03
2026-08-23T0737Z,elo,200,0.16
2026-08-23T0737Z,fd_2627,200,0.24
2026-08-23T0737Z,understat_2026,200,0.62
2026-08-23T0737Z,calendario,200,0.10
2026-08-23T0737Z,api_leagues,200,0.19
2026-08-23T0737Z,match_22441-betis-real-sociedad,200,0.07
2026-08-23T0737Z,match_22433-athletic-sevilla,200,0.05
2026-08-23T0737Z,match_22442-valencia-celta,200,0.06
2026-08-23T0737Z,match_22436-espanyol-real-madrid,200,0.05
2026-08-23T0737Z,api_market,200,0.76
2026-08-23T0737Z,api_teams,200,0.60
2026-08-23T0737Z,api_lineup_38,200,0.13
2026-08-23T0737Z,api_activity_0,200,0.11
2026-08-23T0737Z,api_activity_1,200,0.11
2026-08-23T0737Z,api_player_3120,200,0.02
2026-08-23T1149Z,market,200,0.17
2026-08-23T1149Z,points,200,0.05
2026-08-23T1149Z,fd_2627,200,0.21
2026-08-23T1149Z,understat_2026,200,0.47
2026-08-23T1149Z,api_leagues,200,0.16
2026-08-23T1149Z,api_market,200,0.30
2026-08-23T1149Z,api_teams,200,0.50
2026-08-23T1149Z,api_lineup_38,200,0.33
2026-08-23T1149Z,api_activity_0,200,0.11
2026-08-23T1149Z,api_activity_1,200,0.10
2026-08-23T1228Z,market,200,0.18
2026-08-23T1228Z,points,200,0.06
2026-08-23T1228Z,fd_2627,200,0.18
2026-08-23T1228Z,understat_2026,200,0.47
2026-08-23T1228Z,api_leagues,200,0.18
2026-08-23T1228Z,api_market,200,0.33
2026-08-23T1228Z,api_teams,200,0.58
2026-08-23T1228Z,api_lineup_38,200,0.15
2026-08-23T1228Z,api_activity_0,200,0.10
2026-08-23T1228Z,api_activity_1,200,0.11
2026-08-23T2215Z,market,200,0.19
2026-08-23T2215Z,points,200,0.06
2026-08-23T2215Z,team_alaves,200,0.07
2026-08-23T2215Z,team_athletic,200,0.06
2026-08-23T2215Z,team_atletico,200,0.06
2026-08-23T2215Z,team_barcelona,200,0.04
2026-08-23T2215Z,team_betis,200,0.05
2026-08-23T2215Z,team_celta,200,0.06
2026-08-23T2215Z,team_deportivo,200,0.06
2026-08-23T2215Z,team_elche,200,0.06
2026-08-23T2215Z,team_espanyol,200,0.07
2026-08-23T2215Z,team_getafe,200,0.06
2026-08-23T2215Z,team_levante,200,0.06
2026-08-23T2215Z,team_malaga,200,0.07
2026-08-23T2215Z,team_osasuna,200,0.05
2026-08-23T2215Z,team_racing,200,0.05
2026-08-23T2215Z,team_rayo-vallecano,200,0.09
2026-08-23T2215Z,team_real-madrid,200,0.08
2026-08-23T2215Z,team_real-sociedad,200,0.06
2026-08-23T2215Z,team_sevilla,200,0.07
2026-08-23T2215Z,team_valencia,200,0.06
2026-08-23T2215Z,team_villarreal,200,0.07
2026-08-23T2215Z,af_alaves,200,0.13
2026-08-23T2215Z,af_athletic,200,0.03
2026-08-23T2215Z,af_atletico,200,0.03
2026-08-23T2215Z,af_barcelona,200,0.02
2026-08-23T2215Z,af_betis,200,0.05
2026-08-23T2215Z,af_celta,200,0.02
2026-08-23T2215Z,af_deportivo,200,0.10
2026-08-23T2215Z,af_elche,200,0.10
2026-08-23T2215Z,af_espanyol,200,0.02
2026-08-23T2215Z,af_getafe,200,0.03
2026-08-23T2215Z,af_levante,200,0.05
2026-08-23T2215Z,af_malaga,200,0.02
2026-08-23T2215Z,af_osasuna,200,0.03
2026-08-23T2215Z,af_racing,200,0.02
2026-08-23T2215Z,af_rayo-vallecano,200,0.02
2026-08-23T2215Z,af_real-madrid,200,0.03
